Year,Warm,Cold
2020,1.0,6.0
2021,1.0,6.0
2022,3.0,2.0
2023,3.0,3.0
2024,1.0,3.0
2025,0.0,4.0
2026,3.0,0.0
2027,2.0,4.0
2028,0.0,3.0
2029,3.0,3.0
2030,1.0,3.0
2031,1.0,2.0
2032,2.0,3.0
2033,3.0,2.0
2034,0.0,4.0
2035,1.0,5.0
2036,3.0,4.0
2037,3.0,6.0
2038,2.0,8.0
2039,2.0,3.0
2040,3.0,5.0
2041,3.0,2.0
2042,1.0,5.0
2043,0.0,5.0
2044,1.0,4.0
2045,1.0,4.0
2046,2.0,6.0
2047,2.0,3.0
2048,3.0,5.0
2049,3.0,3.0
2050,2.0,0.0
2051,2.0,3.0
2052,0.0,4.0
2053,0.0,2.0
2054,1.0,8.0
2055,2.0,5.0
2056,1.0,5.0
2057,3.0,4.0
2058,4.0,5.0
2059,6.0,3.0
2060,0.0,2.0
2061,3.0,2.0
2062,3.0,5.0
2063,4.0,3.0
2064,2.0,5.0
2065,0.0,2.0
2066,3.0,3.0
2067,0.0,3.0
2068,2.0,5.0
2069,2.0,4.0
2070,1.0,4.0
2071,1.0,6.0
2072,1.0,3.0
2073,2.0,1.0
2074,2.0,5.0
2075,1.0,4.0
2076,2.0,6.0
2077,1.0,1.0
2078,2.0,2.0
2079,0.0,5.0
2080,2.0,3.0
2081,1.0,4.0
2082,1.0,4.0
2083,0.0,3.0
2084,2.0,5.0
2085,1.0,6.0
2086,2.0,3.0
2087,1.0,6.0
2088,4.0,2.0
2089,0.0,2.0
2090,0.0,4.0
2091,2.0,5.0
2092,0.0,5.0
2093,3.0,6.0
2094,1.0,8.0
2095,1.0,1.0
2096,2.0,2.0
2097,3.0,6.0
2098,1.0,5.0
2099,0.0,1.0
2100,1.0,4.0
