Year,Warm,Cold
2020,0.0,3.0
2021,2.0,5.0
2022,2.0,3.0
2023,0.0,4.0
2024,0.0,5.0
2025,1.0,6.0
2026,1.0,6.0
2027,1.0,4.0
2028,0.0,5.0
2029,3.0,4.0
2030,1.0,2.0
2031,1.0,6.0
2032,5.0,5.0
2033,0.0,6.0
2034,0.0,6.0
2035,0.0,4.0
2036,3.0,6.0
2037,3.0,2.0
2038,2.0,5.0
2039,1.0,6.0
2040,3.0,3.0
2041,5.0,5.0
2042,1.0,0.0
2043,1.0,2.0
2044,2.0,3.0
2045,0.0,4.0
2046,2.0,3.0
2047,1.0,7.0
2048,6.0,4.0
2049,2.0,5.0
2050,1.0,11.0
2051,0.0,7.0
2052,2.0,8.0
2053,1.0,3.0
2054,0.0,1.0
2055,1.0,5.0
2056,1.0,3.0
2057,2.0,1.0
2058,1.0,8.0
2059,3.0,5.0
2060,2.0,3.0
2061,1.0,3.0
2062,1.0,8.0
2063,2.0,9.0
2064,1.0,3.0
2065,0.0,4.0
2066,1.0,8.0
2067,1.0,3.0
2068,1.0,6.0
2069,3.0,7.0
2070,1.0,0.0
2071,3.0,4.0
2072,1.0,1.0
2073,2.0,11.0
2074,1.0,4.0
2075,3.0,2.0
2076,4.0,2.0
2077,2.0,6.0
2078,0.0,2.0
2079,0.0,3.0
2080,2.0,2.0
2081,0.0,2.0
2082,2.0,7.0
2083,0.0,5.0
2084,0.0,0.0
2085,3.0,5.0
2086,1.0,4.0
2087,3.0,6.0
2088,1.0,5.0
2089,0.0,1.0
2090,1.0,3.0
2091,1.0,7.0
2092,2.0,3.0
2093,4.0,3.0
2094,0.0,6.0
2095,3.0,5.0
2096,1.0,6.0
2097,1.0,6.0
2098,1.0,7.0
2099,0.0,3.0
2100,3.0,4.0
