Year,Warm,Cold
2020,2.0,7.0
2021,2.0,5.0
2022,3.0,5.0
2023,3.0,7.0
2024,0.0,9.0
2025,2.0,2.0
2026,2.0,3.0
2027,0.0,5.0
2028,1.0,5.0
2029,2.0,2.0
2030,1.0,2.0
2031,2.0,5.0
2032,3.0,3.0
2033,2.0,4.0
2034,3.0,4.0
2035,0.0,5.0
2036,1.0,7.0
2037,2.0,5.0
2038,5.0,3.0
2039,0.0,4.0
2040,1.0,3.0
2041,2.0,2.0
2042,2.0,8.0
2043,0.0,6.0
2044,2.0,3.0
2045,2.0,1.0
2046,3.0,8.0
2047,2.0,8.0
2048,1.0,6.0
2049,5.0,5.0
2050,3.0,1.0
2051,0.0,5.0
2052,3.0,3.0
2053,4.0,5.0
2054,0.0,5.0
2055,4.0,2.0
2056,2.0,2.0
2057,1.0,7.0
2058,1.0,3.0
2059,2.0,1.0
2060,5.0,3.0
2061,3.0,5.0
2062,0.0,2.0
2063,2.0,2.0
2064,0.0,6.0
2065,2.0,4.0
2066,2.0,1.0
2067,3.0,7.0
2068,0.0,4.0
2069,2.0,4.0
2070,2.0,5.0
2071,0.0,6.0
2072,3.0,6.0
2073,0.0,3.0
2074,0.0,4.0
2075,2.0,2.0
2076,2.0,4.0
2077,0.0,6.0
2078,3.0,6.0
2079,1.0,10.0
2080,3.0,9.0
2081,2.0,6.0
2082,1.0,3.0
2083,2.0,2.0
2084,1.0,5.0
2085,0.0,6.0
2086,1.0,6.0
2087,1.0,2.0
2088,1.0,4.0
2089,1.0,2.0
2090,3.0,2.0
2091,0.0,2.0
2092,1.0,6.0
2093,0.0,4.0
2094,1.0,5.0
2095,2.0,9.0
2096,3.0,5.0
2097,0.0,2.0
2098,2.0,3.0
2099,1.0,7.0
2100,1.0,2.0
